zip_code,city,state,lat,long
18014,Bath,PA,40.7595,-75.4184
18015,Bethlehem,PA,40.5844,-75.3698
18030,Bowmanstown,PA,40.8014,-75.6611
18031,Breinigsville,PA,40.5488,-75.6659
18032,Catasauqua,PA,40.6562,-75.4682
18034,Center Valley,PA,40.5413,-75.4054
18035,Cherryville,PA,40.7494,-75.5405
18036,Coopersburg,PA,40.4981,-75.3827
18037,Coplay,PA,40.6829,-75.5334
18038,Danielsville,PA,40.7977,-75.4825
18039,Durham,PA,40.5757,-75.2236
18040,Easton,PA,40.7437,-75.2238
18041,East Greenville,PA,40.4192,-75.5104
18046,East Texas,PA,40.5475,-75.5619
18049,Emmaus,PA,40.5204,-75.4990
18050,Flicksville,PA,40.84,-75.17
18051,Fogelsville,PA,40.6002,-75.6644
18052,Whitehall,PA,40.6572,-75.5025
18053,Germansville,PA,40.7260,-75.7154
18054,Green Lane,PA,40.3520,-75.4465
18055,Hellertown,PA,40.5906,-75.3005
18056,Hereford,PA,40.4499,-75.5599
18058,Kunkletown,PA,40.8893,-75.4743
18059,Laurys Station,PA,40.7197,-75.5397
18060,Limeport,PA,40.5088,-75.4477
18062,Macungie,PA,40.5035,-75.5869
18063,Martins Creek,PA,40.7842,-75.1836
18064,Nazareth,PA,40.7552,-75.3071
18065,Neffs,PA,40.6980,-75.6120
18066,New Tripoli,PA,40.6548,-75.7505
18067,Northampton,PA,40.7141,-75.4783
18068,Old Zionsville,PA,40.4865,-75.5207
18069,Orefield,PA,40.6235,-75.6222
18070,Palm,PA,40.4361,-75.5414
18071,Palmerton,PA,40.8366,-75.5873
18072,Pen Argyl,PA,40.8472,-75.2558
18073,Pennsburg,PA,40.3873,-75.4829
18074,Perkiomenville,PA,40.3197,-75.5128
18076,Red Hill,PA,40.3729,-75.4852
18077,Riegelsville,PA,40.5659,-75.2376
18078,Schnecksville,PA,40.6709,-75.6262
18079,Slatedale,PA,40.7416,-75.6588
18080,Slatington,PA,40.7365,-75.6197
18081,Springtown,PA,40.5559,-75.2882
18083,Stockertown,PA,40.7558,-75.2640
18084,Sumneytown,PA,40.3286,-75.4515
18085,Tatamy,PA,40.7411,-75.2552
18086,Treichlers,PA,40.7389,-75.5470
18087,Trexlertown,PA,40.5509,-75.5994
18088,Walnutport,PA,40.7627,-75.5442
18091,Wind Gap,PA,40.8255,-75.3261
18092,Zionsville,PA,40.4670,-75.5175
18101,Allentown,PA,40.6081,-75.4689
18201,Hazleton,PA,40.9488,-75.9799
18210,Albrightsville,PA,40.9709,-75.5626
18211,Andreas,PA,40.7444,-75.8175
18212,Ashfield,PA,40.7846,-75.7138
18214,Barnesville,PA,40.8055,-76.0961
18216,Beaver Meadows,PA,40.9294,-75.9190
18218,Coaldale,PA,40.8195,-75.9140
18219,Conyngham,PA,40.9919,-76.0596
18220,Delano,PA,40.8552,-76.0581
18221,Drifton,PA,41.0016,-75.9088
18222,Drums,PA,41.0398,-76.0114
18223,Ebervale,PA,40.9862,-75.9414
18224,Freeland,PA,41.0260,-75.8524
18225,Harleigh,PA,40.9821,-75.9709
18229,Jim Thorpe,PA,40.9200,-75.7159
18230,Junedale,PA,40.9245,-75.9419
18231,Kelayres,PA,40.9033,-76.0090
18232,Lansford,PA,40.8328,-75.8834
18234,Lattimer Mines,PA,40.9918,-75.9644
18235,Lehighton,PA,40.8375,-75.6936
18237,Mcadoo,PA,40.8860,-76.0273
18239,Milnesville,PA,40.9883,-75.9836
18240,Nesquehoning,PA,40.8655,-75.8685
18241,Nuremberg,PA,40.9419,-76.1875
18242,Oneida,PA,40.9115,-76.1208
18244,Parryville,PA,40.8248,-75.6700
18245,Quakake,PA,40.8644,-75.9730
18246,Rock Glen,PA,40.9510,-76.1589
18247,Saint Johns,PA,41.0397,-76.0049
18248,Sheppton,PA,40.8924,-76.1110
18249,Sugarloaf,PA,40.9859,-76.0993
18250,Summit Hill,PA,40.8247,-75.8459
18251,Sybertsville,PA,41.0075,-76.0867
18252,Tamaqua,PA,40.7771,-75.9628
18254,Tresckow,PA,40.9183,-75.9573
18255,Weatherly,PA,40.9304,-75.8404
18256,Weston,PA,40.9449,-76.1358
18301,East Stroudsburg,PA,41.0400,-75.1334
18320,Analomink,PA,41.0511,-75.2205
18321,Bartonsville,PA,41.0161,-75.2942
18322,Brodheadsville,PA,40.9286,-75.4072
18323,Buck Hill Falls,PA,41.2001,-75.2679
18324,Bushkill,PA,41.1460,-75.0111
18325,Canadensis,PA,41.2117,-75.2237
18326,Cresco,PA,41.1644,-75.2542
18327,Delaware Water Gap,PA,40.9742,-75.1471
18328,Dingmans Ferry,PA,41.2172,-74.9981
18330,Effort,PA,40.9571,-75.4673
18331,Gilbert,PA,40.8978,-75.4367
18332,Henryville,PA,41.0996,-75.2639
18333,Kresgeville,PA,40.8994,-75.5100
18334,Long Pond,PA,41.0610,-75.4503
18335,Marshalls Creek,PA,41.0434,-75.1279
18336,Matamoras,PA,41.3759,-74.7284
18337,Milford,PA,41.3383,-74.8861
18340,Millrift,PA,41.4187,-74.7761
18341,Minisink Hills,PA,40.9998,-75.1321
18342,Mountainhome,PA,41.1739,-75.2715
18343,Mount Bethel,PA,40.8984,-75.1023
18344,Mount Pocono,PA,41.1181,-75.3476
18346,Pocono Summit,PA,41.1002,-75.4119
18347,Pocono Lake,PA,41.1186,-75.5601
18348,Pocono Lake Preserve,PA,41.1055,-75.4767
18349,Pocono Manor,PA,41.1001,-75.3659
18350,Pocono Pines,PA,41.1159,-75.4548
18351,Portland,PA,40.9216,-75.0974
18352,Reeders,PA,41.0247,-75.3332
18353,Saylorsburg,PA,40.9161,-75.3615
18354,Sciota,PA,40.9259,-75.3257
18355,Scotrun,PA,41.0762,-75.3454
18356,Shawnee On Delaware,PA,41.0128,-75.0885
18357,Skytop,PA,41.2283,-75.2366
18360,Stroudsburg,PA,40.9587,-75.2992
18370,Swiftwater,PA,41.0895,-75.3552
18371,Tamiment,PA,41.1403,-74.9379
18372,Tannersville,PA,41.0436,-75.3387
18373,Unity House,PA,41.14,-75
18403,Archbald,PA,41.4830,-75.5322
18405,Beach Lake,PA,41.5901,-75.1088
18407,Carbondale,PA,41.5870,-75.5537
18410,Chinchilla,PA,41.4687,-75.6724
18411,Clarks Summit,PA,41.4581,-75.7305
18413,Clifford,PA,41.6500,-75.5959
18414,Dalton,PA,41.5411,-75.7323
18415,Damascus,PA,41.7466,-75.1304
18416,Elmhurst,PA,41.3776,-75.5453
18417,Equinunk,PA,41.8041,-75.1812
18419,Factoryville,PA,41.5919,-75.7597
18420,Fleetville,PA,41.6021,-75.7078
18421,Forest City,PA,41.6785,-75.4344
18424,Gouldsboro,PA,41.2416,-75.5127
18425,Greeley,PA,41.4171,-75.0354
18426,Greentown,PA,41.3183,-75.2337
18427,Hamlin,PA,41.3919,-75.3415
18428,Hawley,PA,41.4172,-75.1658
18430,Herrick Center,PA,41.7612,-75.5163
18431,Honesdale,PA,41.6293,-75.2374
18433,Jermyn,PA,41.5708,-75.5774
18434,Jessup,PA,41.4584,-75.5492
18435,Lackawaxen,PA,41.5298,-75.0574
18436,Lake Ariel,PA,41.4406,-75.4240
18437,Lake Como,PA,41.8621,-75.2991
18438,Lakeville,PA,41.4148,-75.2474
18439,Lakewood,PA,41.8122,-75.3613
18440,La Plume,PA,41.5568,-75.7545
18441,Lenoxville,PA,41.6727,-75.6386
18443,Milanville,PA,41.6574,-75.1047
18444,Moscow,PA,41.3321,-75.5498
18445,Newfoundland,PA,41.2888,-75.3484
18446,Nicholson,PA,41.6113,-75.8045
18447,Olyphant,PA,41.4849,-75.5960
18449,Orson,PA,41.8139,-75.4485
18451,Paupack,PA,41.3852,-75.2130
18452,Peckville,PA,41.4846,-75.5886
18453,Pleasant Mount,PA,41.7305,-75.3774
18454,Poyntelle,PA,41.8208,-75.4206
18455,Preston Park,PA,41.8634,-75.3804
18456,Prompton,PA,41.6029,-75.3291
18457,Rowland,PA,41.4708,-75.0469
18458,Shohola,PA,41.4150,-74.9096
18459,South Canaan,PA,41.5115,-75.4075
18460,South Sterling,PA,41.2652,-75.3732
18461,Starlight,PA,41.9227,-75.3195
18462,Starrucca,PA,41.8971,-75.4360
18463,Sterling,PA,41.3380,-75.3914
18464,Tafton,PA,41.4104,-75.1918
18465,Thompson,PA,41.8316,-75.5501
18466,Tobyhanna,PA,41.1853,-75.4530
18469,Tyler Hill,PA,41.6901,-75.1525
18470,Union Dale,PA,41.7093,-75.5584
18471,Waverly,PA,41.5288,-75.7030
18472,Waymart,PA,41.5737,-75.4070
18473,White Mills,PA,41.5086,-75.2021
18501,Scranton,PA,41.4088,-75.6626
18507,Moosic,PA,41.3609,-75.6726
18517,Taylor,PA,41.3934,-75.7168
18518,Old Forge,PA,41.3706,-75.7411
18601,Beach Haven,PA,41.0721,-76.1629
18602,Bear Creek,PA,41.1850,-75.7544
18603,Berwick,PA,41.1003,-76.2618
18610,Blakeslee,PA,41.0373,-75.5097
18611,Cambra,PA,41.1927,-76.2998
18612,Dallas,PA,41.3549,-75.9889
18614,Dushore,PA,41.4959,-76.4132
18615,Falls,PA,41.4778,-75.8484
18616,Forksville,PA,41.5131,-76.5941
18617,Glen Lyon,PA,41.1772,-76.0807
18618,Harveys Lake,PA,41.3586,-76.0538
18619,Hillsgrove,PA,41.4386,-76.7101
18621,Hunlock Creek,PA,41.2472,-76.0821
18622,Huntington Mills,PA,41.2038,-76.2422
18623,Laceyville,PA,41.7052,-76.1198
18624,Lake Harmony,PA,41.0613,-75.6505
18625,Lake Winola,PA,41.5057,-75.8579
18626,Laporte,PA,41.4325,-76.5030
18627,Lehman,PA,41.3168,-76.0228
18628,Lopez,PA,41.4420,-76.2912
18629,Mehoopany,PA,41.4962,-76.1655
18630,Meshoppen,PA,41.6863,-75.9904
18631,Mifflinville,PA,41.0267,-76.2921
18632,Mildred,PA,41.4702,-76.3821
18634,Nanticoke,PA,41.1996,-76.0333
18635,Nescopeck,PA,41.0266,-76.2111
18636,Noxen,PA,41.4241,-76.0714
18640,Pittston,PA,41.3004,-75.7465
18642,Duryea,PA,41.3545,-75.7738
18644,Wyoming,PA,41.3362,-75.8725
18651,Plymouth,PA,41.2447,-75.9627
18653,Ransom,PA,41.4000,-75.8231
18654,Shawanese,PA,41.3517,-76.0347
18655,Shickshinny,PA,41.1950,-76.1992
18656,Sweet Valley,PA,41.3199,-76.1620
18657,Tunkhannock,PA,41.5178,-75.9421
18660,Wapwallopen,PA,41.0919,-76.0839
18661,White Haven,PA,41.0992,-75.7364
18701,Wilkes Barre,PA,41.2438,-75.8851
18704,Kingston,PA,41.2812,-75.9006
18707,Mountain Top,PA,41.1230,-75.9521
18708,Shavertown,PA,41.2946,-75.9735
18709,Luzerne,PA,41.2879,-75.8954
18801,Montrose,PA,41.8375,-75.9063
18810,Athens,PA,41.9299,-76.4484
18812,Brackney,PA,41.9438,-75.9274
18813,Brooklyn,PA,41.7517,-75.7998
18814,Burlington,PA,41.7813,-76.6053
18815,Camptown,PA,41.7314,-76.2353
18816,Dimock,PA,41.7496,-75.8993
18817,East Smithfield,PA,41.8590,-76.6139
18818,Friendsville,PA,41.9127,-76.0414
18820,Gibson,PA,41.8077,-75.6483
18821,Great Bend,PA,41.9769,-75.7078
18822,Hallstead,PA,41.9529,-75.8128
18823,Harford,PA,41.7697,-75.6840
18824,Hop Bottom,PA,41.6972,-75.8036
18825,Jackson,PA,41.8659,-75.6064
18826,Kingsley,PA,41.7730,-75.7713
18827,Lanesboro,PA,41.9599,-75.5832
18828,Lawton,PA,41.7668,-76.0514
18829,Le Raysville,PA,41.8438,-76.1767
18830,Little Meadows,PA,41.9556,-76.1020
18831,Milan,PA,41.8795,-76.5264
18832,Monroeton,PA,41.6652,-76.5364
18833,New Albany,PA,41.6161,-76.5285
18834,New Milford,PA,41.8402,-75.7365
18837,Rome,PA,41.8729,-76.2962
18840,Sayre,PA,41.9729,-76.4835
18842,South Gibson,PA,41.7586,-75.6063
18843,South Montrose,PA,41.7972,-75.8919
18844,Springville,PA,41.7114,-75.8957
18845,Stevensville,PA,41.7754,-76.1677
18846,Sugar Run,PA,41.6076,-76.2785
18847,Susquehanna,PA,41.9389,-75.6180
18848,Towanda,PA,41.7325,-76.4597
18850,Ulster,PA,41.8590,-76.4527
18851,Warren Center,PA,41.9446,-76.2001
18853,Wyalusing,PA,41.6968,-76.2979
18854,Wysox,PA,41.7837,-76.3676
18901,Doylestown,PA,40.3061,-75.1470
18910,Bedminster,PA,40.4255,-75.1794
18911,Blooming Glen,PA,40.3696,-75.2489
18912,Buckingham,PA,40.3238,-75.0605
18913,Carversville,PA,40.3839,-75.0441
18914,Chalfont,PA,40.2864,-75.2094
18915,Colmar,PA,40.2715,-75.2577
18916,Danboro,PA,40.3547,-75.1334
18917,Dublin,PA,40.3729,-75.2045
18918,Earlington,PA,40.3281,-75.3757
18920,Erwinna,PA,40.4980,-75.1005
18921,Ferndale,PA,40.5337,-75.1795
18922,Forest Grove,PA,40.2925,-75.0595
18923,Fountainville,PA,40.3477,-75.1707
18924,Franconia,PA,40.29,-75.33
18925,Furlong,PA,40.2878,-75.0532
18926,Gardenville,PA,40.37,-75.1
18927,Hilltown,PA,40.3183,-75.2477
18928,Holicong,PA,40.3363,-75.0365
18929,Jamison,PA,40.2571,-75.0766
18930,Kintnersville,PA,40.5364,-75.2215
18931,Lahaska,PA,40.3467,-75.0316
18932,Line Lexington,PA,40.2914,-75.2555
18933,Lumberville,PA,40.3741,-75.0352
18934,Mechanicsville,PA,40.3586,-75.0614
18935,Milford Square,PA,40.4369,-75.3992
18936,Montgomeryville,PA,40.2232,-75.2280
18938,New Hope,PA,40.3539,-75.0016
18940,Newtown,PA,40.2650,-74.9563
18942,Ottsville,PA,40.4708,-75.1608
18943,Penns Park,PA,40.2655,-74.9985
18944,Perkasie,PA,40.3960,-75.2319
18946,Pineville,PA,40.2962,-75.0062
18947,Pipersville,PA,40.4349,-75.1170
18949,Plumsteadville,PA,40.3874,-75.1468
18950,Point Pleasant,PA,40.4225,-75.0664
18951,Quakertown,PA,40.4589,-75.3237
18953,Revere,PA,40.5154,-75.1615
18954,Richboro,PA,40.2251,-75.0006
18955,Richlandtown,PA,40.4895,-75.3147
18956,Rushland,PA,40.2598,-75.0287
18957,Salford,PA,40.2958,-75.4544
18958,Salfordville,PA,40.2979,-75.4298
18960,Sellersville,PA,40.3596,-75.3174
18962,Silverdale,PA,40.3474,-75.2702
18963,Solebury,PA,40.3808,-75.0086
18964,Souderton,PA,40.2963,-75.3283
18966,Southampton,PA,40.1873,-75.0057
18968,Spinnerstown,PA,40.4388,-75.4376
18969,Telford,PA,40.3245,-75.3699
18970,Trumbauersville,PA,40.4118,-75.3834
18971,Tylersport,PA,40.3552,-75.3788
18972,Upper Black Eddy,PA,40.5305,-75.1242
18974,Warminster,PA,40.2158,-75.0730
18976,Warrington,PA,40.2492,-75.1444
18977,Washington Crossing,PA,40.2864,-74.8780
18979,Woxall,PA,40.3109,-75.4493
18980,Wycombe,PA,40.2757,-75.0079
18981,Zionhill,PA,40.4843,-75.3942
19001,Abington,PA,40.1236,-75.1262
19002,Ambler,PA,40.1843,-75.2156
19003,Ardmore,PA,40.0025,-75.3002
19004,Bala Cynwyd,PA,40.0149,-75.2266
19006,Huntingdon Valley,PA,40.1286,-75.0596
19007,Bristol,PA,40.1165,-74.8437
19008,Broomall,PA,39.9763,-75.3644
19009,Bryn Athyn,PA,40.1371,-75.0668
19010,Bryn Mawr,PA,40.0269,-75.3333
19012,Cheltenham,PA,40.0585,-75.1048
19013,Chester,PA,39.8423,-75.3808
19014,Aston,PA,39.8645,-75.4315
19015,Brookhaven,PA,39.8687,-75.3915
19017,Chester Heights,PA,39.8897,-75.4724
19018,Clifton Heights,PA,39.9225,-75.2944
19019,Philadelphia,PA,39.9525,-75.1644
19020,Bensalem,PA,40.1012,-74.9417
19021,Croydon,PA,40.0878,-74.8921
19022,Crum Lynne,PA,39.8598,-75.3336
19023,Darby,PA,39.9181,-75.2692
19025,Dresher,PA,40.1415,-75.1607
19026,Drexel Hill,PA,39.9485,-75.3062
19027,Elkins Park,PA,40.0714,-75.1251
19028,Edgemont,PA,39.9744,-75.4506
19029,Essington,PA,39.8672,-75.2824
19030,Fairless Hills,PA,40.1759,-74.8266
19031,Flourtown,PA,40.1102,-75.2159
19032,Folcroft,PA,39.8915,-75.2764
19033,Folsom,PA,39.8901,-75.3273
19034,Fort Washington,PA,40.1358,-75.2065
19035,Gladwyne,PA,40.0466,-75.2809
19036,Glenolden,PA,39.9029,-75.2927
19037,Glen Riddle Lima,PA,39.9164,-75.3884
19038,Glenside,PA,40.1014,-75.1774
19039,Gradyville,PA,39.9433,-75.4694
19040,Hatboro,PA,40.1833,-75.1060
19041,Haverford,PA,40.0073,-75.3180
19043,Holmes,PA,39.9003,-75.3074
19044,Horsham,PA,40.1885,-75.1488
19046,Jenkintown,PA,40.0979,-75.1079
19047,Langhorne,PA,40.1777,-74.8910
19050,Lansdowne,PA,39.9363,-75.2623
19052,Lenni,PA,39.8938,-75.4484
19053,Feasterville Trevose,PA,40.1587,-74.9734
19054,Levittown,PA,40.1675,-74.8222
19060,Garnet Valley,PA,39.8404,-75.4665
19061,Marcus Hook,PA,39.8404,-75.4665
19063,Media,PA,39.9194,-75.4224
19064,Springfield,PA,39.9325,-75.3430
19066,Merion Station,PA,40.0036,-75.2490
19067,Morrisville,PA,40.1949,-74.8096
19070,Morton,PA,39.9081,-75.3256
19072,Narberth,PA,40.0232,-75.2586
19073,Newtown Square,PA,39.9840,-75.4363
19074,Norwood,PA,39.8875,-75.2964
19075,Oreland,PA,40.1129,-75.1874
19076,Prospect Park,PA,39.8860,-75.3073
19078,Ridley Park,PA,39.8711,-75.3226
19079,Sharon Hill,PA,39.9003,-75.2665
19080,Wayne,PA,40.0438,-75.3883
19081,Swarthmore,PA,39.8969,-75.3469
19082,Upper Darby,PA,39.9596,-75.2724
19083,Havertown,PA,39.9763,-75.3127
19085,Villanova,PA,40.0373,-75.3488
19086,Wallingford,PA,39.8910,-75.3703
19090,Willow Grove,PA,40.1497,-75.1213
19094,Woodlyn,PA,39.8754,-75.3465
19095,Wyncote,PA,40.0850,-75.1516
19096,Wynnewood,PA,39.9988,-75.2713
19301,Paoli,PA,40.0402,-75.4855
19310,Atglen,PA,39.9351,-75.9585
19311,Avondale,PA,39.8254,-75.7641
19312,Berwyn,PA,40.0319,-75.4555
19316,Brandamore,PA,40.0580,-75.8415
19317,Chadds Ford,PA,39.8562,-75.5940
19318,Chatham,PA,39.8536,-75.8217
19319,Cheyney,PA,39.9243,-75.5202
19320,Coatesville,PA,39.9710,-75.8265
19330,Cochranville,PA,39.8751,-75.9255
19331,Concordville,PA,39.8851,-75.5236
19333,Devon,PA,40.0433,-75.4236
19335,Downingtown,PA,40.0312,-75.7210
19341,Exton,PA,40.0394,-75.6381
19342,Glen Mills,PA,39.9066,-75.4933
19343,Glenmoore,PA,40.1009,-75.7574
19344,Honey Brook,PA,40.0851,-75.8736
19345,Immaculata,PA,40.0295,-75.5645
19346,Kelton,PA,39.8088,-75.8767
19347,Kemblesville,PA,39.7489,-75.8245
19348,Kennett Square,PA,39.8649,-75.7160
19350,Landenberg,PA,39.7709,-75.8003
19351,Lewisville,PA,39.7226,-75.8754
19352,Lincoln University,PA,39.7816,-75.8878
19353,Lionville,PA,40.0286,-75.6213
19354,Lyndell,PA,40.0597,-75.7453
19355,Malvern,PA,40.0420,-75.5337
19357,Mendenhall,PA,39.8538,-75.6417
19358,Modena,PA,39.9615,-75.8024
19360,New London,PA,39.7826,-75.8758
19362,Nottingham,PA,39.7585,-76.0546
19363,Oxford,PA,39.7914,-75.9793
19365,Parkesburg,PA,39.9621,-75.9239
19366,Pocopson,PA,39.9005,-75.6262
19367,Pomeroy,PA,39.9624,-75.8837
19369,Sadsburyville,PA,39.9841,-75.8856
19371,Suplee,PA,40.0997,-75.8794
19372,Thorndale,PA,39.9988,-75.7598
19373,Thornton,PA,39.9087,-75.5341
19374,Toughkenamon,PA,39.8261,-75.7563
19375,Unionville,PA,39.8956,-75.7344
19376,Wagontown,PA,40.0108,-75.8431
19380,West Chester,PA,39.9892,-75.6119
19390,West Grove,PA,39.8446,-75.8471
19395,Westtown,PA,39.9306,-75.5523
19397,Southeastern,PA,39.9833,-75.5125
19401,Norristown,PA,40.1311,-75.3316
19405,Bridgeport,PA,40.1014,-75.3417
19406,King Of Prussia,PA,40.0929,-75.3944
19407,Audubon,PA,40.1215,-75.3405
19408,Eagleville,PA,40.1215,-75.3405
19409,Fairview Village,PA,40.1215,-75.3405
19420,Arcola,PA,40.18,-75.44
19421,Birchrunville,PA,40.1381,-75.6300
19422,Blue Bell,PA,40.1575,-75.2796
19423,Cedars,PA,40.2125,-75.3687
19425,Chester Springs,PA,40.1011,-75.6407
19426,Collegeville,PA,40.1870,-75.4267
19428,Conshohocken,PA,40.0798,-75.3076
19430,Creamery,PA,40.2203,-75.4164
19432,Devault,PA,40.0759,-75.5375
19435,Frederick,PA,40.3249,-75.5569
19436,Gwynedd,PA,40.2008,-75.2460
19437,Gwynedd Valley,PA,40.1830,-75.2624
19438,Harleysville,PA,40.2696,-75.4041
19440,Hatfield,PA,40.2858,-75.2955
19442,Kimberton,PA,40.1308,-75.5728
19443,Kulpsville,PA,40.2428,-75.3366
19444,Lafayette Hill,PA,40.0816,-75.2541
19446,Lansdale,PA,40.2263,-75.2933
19450,Lederach,PA,40.2619,-75.4067
19451,Mainland,PA,40.2579,-75.3598
19453,Mont Clare,PA,40.1395,-75.5004
19454,North Wales,PA,40.2203,-75.2413
19456,Oaks,PA,40.1314,-75.4600
19457,Parker Ford,PA,40.2052,-75.5881
19460,Phoenixville,PA,40.1303,-75.5215
19462,Plymouth Meeting,PA,40.1164,-75.2756
19464,Pottstown,PA,40.2589,-75.6156
19468,Royersford,PA,40.1988,-75.5353
19470,Saint Peters,PA,40.1800,-75.7311
19472,Sassamansville,PA,40.3393,-75.5668
19473,Schwenksville,PA,40.2554,-75.4816
19474,Skippack,PA,40.2238,-75.4041
19475,Spring City,PA,40.1709,-75.6062
19477,Spring House,PA,40.1868,-75.2318
19478,Spring Mount,PA,40.2771,-75.4584
19480,Uwchland,PA,40.0768,-75.6884
19481,Valley Forge,PA,40.0968,-75.4701
19486,West Point,PA,40.2064,-75.2998
19490,Worcester,PA,40.2011,-75.3469
19492,Zieglerville,PA,40.2817,-75.4955
19501,Adamstown,PA,40.2439,-76.0604
19503,Bally,PA,40.4010,-75.5870
19504,Barto,PA,40.4029,-75.5970
19505,Bechtelsville,PA,40.3790,-75.6210
19506,Bernville,PA,40.4624,-76.1218
19507,Bethel,PA,40.4874,-76.3068
19508,Birdsboro,PA,40.2537,-75.8234
19510,Blandon,PA,40.4509,-75.8794
19511,Bowers,PA,40.4870,-75.7410
19512,Boyertown,PA,40.3500,-75.6824
19516,Centerport,PA,40.4853,-76.0060
19518,Douglassville,PA,40.2752,-75.7418
19519,Earlville,PA,40.3202,-75.7332
19520,Elverson,PA,40.1567,-75.7977
19522,Fleetwood,PA,40.4469,-75.8066
19523,Geigertown,PA,40.2041,-75.8371
19525,Gilbertsville,PA,40.3107,-75.5838
19526,Hamburg,PA,40.5588,-75.9863
19529,Kempton,PA,40.6407,-75.8612
19530,Kutztown,PA,40.5363,-75.7812
19533,Leesport,PA,40.4203,-75.9886
19534,Lenhartsville,PA,40.5740,-75.8639
19535,Limekiln,PA,40.3429,-75.7726
19536,Lyon Station,PA,40.4805,-75.7603
19538,Maxatawny,PA,40.5425,-75.6893
19539,Mertztown,PA,40.4886,-75.6866
19540,Mohnton,PA,40.2392,-75.9743
19541,Mohrsville,PA,40.4652,-76.0274
19542,Monocacy Station,PA,40.26,-75.77
19543,Morgantown,PA,40.1715,-75.8969
19544,Mount Aetna,PA,40.4188,-76.2957
19545,New Berlinville,PA,40.3422,-75.6305
19547,Oley,PA,40.3779,-75.7746
19548,Pine Forge,PA,40.2826,-75.6912
19549,Port Clinton,PA,40.5809,-76.0264
19550,Rehrersburg,PA,40.4559,-76.2418
19551,Robesonia,PA,40.3577,-76.1285
19554,Shartlesville,PA,40.5108,-76.1148
19555,Shoemakersville,PA,40.4864,-75.9466
19559,Strausstown,PA,40.4917,-76.1842
19560,Temple,PA,40.4013,-75.8835
19562,Topton,PA,40.5009,-75.6973
19564,Virginville,PA,40.5238,-75.8734
19565,Wernersville,PA,40.3436,-76.0883
19567,Womelsdorf,PA,40.3923,-76.2085
19601,Reading,PA,40.3583,-75.9411
19701,Bear,DE,39.5983,-75.7061
19702,Newark,DE,39.6148,-75.7091
19703,Claymont,DE,39.7958,-75.4454
19706,Delaware City,DE,39.5779,-75.5840
19707,Hockessin,DE,39.7866,-75.6850
19708,Kirkwood,DE,39.5717,-75.6969
19709,Middletown,DE,39.4771,-75.6717
19710,Montchanin,DE,39.7837,-75.5910
19720,New Castle,DE,39.6382,-75.5872
19730,Odessa,DE,39.4555,-75.6595
19731,Port Penn,DE,39.5152,-75.5758
19732,Rockland,DE,39.7947,-75.5750
19733,Saint Georges,DE,39.5560,-75.6501
19734,Townsend,DE,39.3745,-75.6401
19735,Winterthur,DE,39.8036,-75.6117
19736,Yorklyn,DE,39.7884,-75.6475
19801,Wilmington,DE,39.7205,-75.5175
19901,Dover,DE,39.1576,-75.4940
19902,Dover Afb,DE,39.1169,-75.4688
19930,Bethany Beach,DE,38.5561,-75.0692
19931,Bethel,DE,38.5762,-75.6245
19933,Bridgeville,DE,38.7295,-75.5920
19934,Camden Wyoming,DE,39.0931,-75.6142
19936,Cheswold,DE,39.2140,-75.5868
19938,Clayton,DE,39.2584,-75.6949
19939,Dagsboro,DE,38.5602,-75.2058
19940,Delmar,DE,38.4865,-75.5547
19941,Ellendale,DE,38.7917,-75.4124
19943,Felton,DE,39.0122,-75.6058
19944,Fenwick Island,DE,38.4802,-75.0569
19945,Frankford,DE,38.5036,-75.2350
19946,Frederica,DE,39.0306,-75.4590
19947,Georgetown,DE,38.6671,-75.3919
19950,Greenwood,DE,38.8287,-75.6014
19951,Harbeson,DE,38.6898,-75.2400
19952,Harrington,DE,38.9110,-75.6066
19953,Hartly,DE,39.1525,-75.6866
19954,Houston,DE,38.8956,-75.5201
19955,Kenton,DE,39.2266,-75.6661
19956,Laurel,DE,38.5495,-75.5506
19958,Lewes,DE,38.7262,-75.1625
19960,Lincoln,DE,38.8538,-75.4171
19961,Little Creek,DE,39.1667,-75.4488
19962,Magnolia,DE,39.0770,-75.4889
19963,Milford,DE,38.9407,-75.3641
19964,Marydel,DE,39.1057,-75.7159
19966,Millsboro,DE,38.5608,-75.2492
19967,Millville,DE,38.5467,-75.1126
19968,Milton,DE,38.7645,-75.2978
19969,Nassau,DE,38.7516,-75.1884
19970,Ocean View,DE,38.5572,-75.0971
19971,Rehoboth Beach,DE,38.6842,-75.1078
19973,Seaford,DE,38.6318,-75.5827
19975,Selbyville,DE,38.4723,-75.1622
19977,Smyrna,DE,39.2629,-75.5399
19979,Viola,DE,39.0531,-75.5761
19980,Woodside,DE,39.0706,-75.5702
20001,Washington,DC,38.9107,-77.0167
20101,Dulles,VA,39.3355,-77.8426
20105,Aldie,VA,38.9608,-77.6044
20106,Amissville,VA,38.6944,-77.9993
20107,Arcola,VA,38.96,-77.52
20108,Manassas,VA,38.7657,-77.4852
20115,Marshall,VA,38.8378,-77.8986
20117,Middleburg,VA,38.9950,-77.7370
20119,Catlett,VA,38.6261,-77.6251
20120,Centreville,VA,38.8598,-77.4666
20124,Clifton,VA,38.7760,-77.3881
20128,Orlean,VA,38.7508,-77.9626
20129,Paeonian Springs,VA,39.1634,-77.6012
20130,Paris,VA,39.0306,-77.9368
